,address,town,latitude,longitude,price,bedrooms,agent,search_street,search_area
445,Fulbourn,Cambridge,52.177277,0.224513,730000.0,3,Grant Berry,Fulbourn,Cambridge
446,Fulbourn,Cambridge,52.185425,0.226895,675000.0,4,Cooke Curtis & Co,Fulbourn,Cambridge
447,Fulbourn,Cambridge,52.18467,0.20819,650000.0,4,Sharman Quinney,Fulbourn,Cambridge
448,Fulbourn,Cambridge,52.166435,0.241988,465000.0,3,Cooke Curtis & Co,Fulbourn,Cambridge
449,Fulbourn,Cambridge,52.180412,0.217444,425000.0,3,"Purplebricks, Head Office",Fulbourn,Cambridge
450,Fulbourn,Cambridge,52.18404,0.211158,425000.0,3,Vincent Shaw Residential,Fulbourn,Cambridge
451,Fulbourn,Cambridge,52.182926,0.210957,410000.0,3,Bush,Fulbourn,Cambridge
452,Fulbourn,Cambridge,52.184757,0.179405,375000.0,3,"Purplebricks, Head Office",Fulbourn,Cambridge
453,Fulbourn,Cambridge,52.186157,0.216983,375000.0,3,Morris Armitage,Fulbourn,Cambridge
454,How Green,Kent,51.196335,0.108328,695000.0,4,The Modern House,How Green,Kent
455,Hellidon,Northamptonshire,52.218307,-1.245918,675000.0,4,The Modern House,Hellidon,Northamptonshire
456,Hellidon,Northamptonshire,52.21899,-1.244589,495000.0,3,Fisher German LLP,Hellidon,Northamptonshire
457,Bressingham,Norfolk,52.42068,1.068139,799000.0,4,The Modern House,Bressingham,Norfolk
458,Bressingham,Norfolk,52.42068,1.068139,599000.0,4,The Modern House,Bressingham,Norfolk
459,Bressingham,Norfolk,52.3852,0.93985,500000.0,5,William H Brown,Bressingham,Norfolk
460,Bressingham,Norfolk,52.393566,0.945228,485000.0,5,YOPA,Bressingham,Norfolk
461,Bressingham,Norfolk,52.39867,0.942892,465000.0,4,Whittley Parish,Bressingham,Norfolk
462,Bressingham,Norfolk,52.39093,1.069602,425000.0,3,William H Brown,Bressingham,Norfolk
463,Bressingham,Norfolk,52.39568,1.072343,400000.0,4,Fine & Country - Diss & Harleston,Bressingham,Norfolk
464,Bressingham,Norfolk,52.3893,0.945311,395000.0,4,YOPA,Bressingham,Norfolk
465,Bressingham,Norfolk,52.405113,0.94813,350000.0,2,Fine & Country - Diss & Harleston,Bressingham,Norfolk
466,Bressingham,Norfolk,52.39093,1.069602,300000.0,3,Fine & Country - Diss & Harleston,Bressingham,Norfolk
467,Trimingham,Norfolk,52.89723,1.388114,560000.0,4,The Modern House,Trimingham,Norfolk
468,Trimingham,Norfolk,52.899563,1.223299,525000.0,3,William H Brown Select - Norwich,Trimingham,Norfolk
469,Trimingham,Norfolk,52.874287,1.327953,460000.0,3,Henleys estate agents,Trimingham,Norfolk
470,Trimingham,Norfolk,52.898064,1.38284,450000.0,6,William H Brown - Cromer,Trimingham,Norfolk
471,Trimingham,Norfolk,52.89696,1.390146,435000.0,4,Henleys estate agents,Trimingham,Norfolk
472,Trimingham,Norfolk,52.898064,1.38284,425000.0,5,Abbotts - Cromer Sales,Trimingham,Norfolk
473,Trimingham,Norfolk,52.898422,1.215511,395000.0,4,Henleys estate agents,Trimingham,Norfolk
474,Trimingham,Norfolk,52.898586,1.212891,365000.0,4,Henleys estate agents,Trimingham,Norfolk
475,Trimingham,Norfolk,52.873955,1.328923,365000.0,3,Henleys estate agents,Trimingham,Norfolk
476,Trimingham,Norfolk,52.876137,1.326772,300000.0,2,Henleys estate agents,Trimingham,Norfolk
